,Area,Bedroom,Floor,WC,Price,Date,District,City,Latitude,Longitude
4840,34.0,3,-1,3,4.4,2023-05-19 11:55:51,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4841,2.0,5,3,4,50.9,2023-02-13 16:23:44,Ninh Bình,Ninh Bình,105.9845918,20.2398832
4842,129.0,4,4,4,50.9,2023-02-13 16:23:44,Ninh Bình,Ninh Bình,105.9845918,20.2398832
4843,2.0,3,4,3,2.8,2023-05-18 16:57:44,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4844,6.0,2,2,2,5.7,2023-04-15 6:26:35,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4845,26.0,2,2,2,3.9,2023-05-13 20:15:20,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4846,64.0,2,1,2,7.5,2023-05-31 12:03:06,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4847,115.0,18,4,19,15.0,2023-03-26 5:33:18,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4848,100.0,-1,-1,-1,1.7,2023-05-24 8:45:02,Huế,Thừa Thiên Huế,107.4678438,16.322695
4849,34.0,3,-1,3,23.5,2023-02-17 9:28:26,Thanh Oai,Hà Nội,105.7251205,20.7798913
4850,56.0,3,-1,3,5.7,2023-04-15 6:26:35,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
4851,40.0,2,-1,1,3.0,2023-05-27 10:37:42,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
4852,29.0,4,3,3,3.8,2023-05-19 8:58:10,Quận 1,TP Hồ Chí Minh,106.672782,10.753522
4853,40.0,4,3,3,6.4,2023-05-04 7:57:53,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
4854,38.0,2,2,2,3.7,2023-05-02 8:27:09,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4855,29.0,4,4,3,5.85,2023-01-11 11:12:33,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
4856,10.0,4,2,5,21.0,2022-10-30 10:29:09,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
4857,60.0,1,-1,1,3.3,2023-05-09 15:32:58,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
4858,38.0,4,4,3,4.85,2023-03-28 9:11:42,Hoàng Mai,Hà Nội,105.849591,20.983773
4859,8.0,5,3,5,7.6,2023-04-03 11:06:44,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4860,-1.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
4861,44.0,2,1,2,4.15,2023-05-01 9:33:43,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4862,100.0,4,3,4,0.0,2023-06-10 14:26:17,Tân An,Long An,106.3704407,10.5493491
4863,500.0,-1,3,-1,48.0,2023-02-15 9:41:30,Gia Lâm,Hà Nội,105.8805891,20.9263283
4864,30.0,3,3,3,4.39,2023-05-27 17:01:03,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4865,86.0,5,4,4,5.35,2022-12-29 7:54:09,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
4866,36.0,5,4,3,5.8,2023-05-11 21:11:02,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4867,3.5,2,2,2,5.28,2023-05-10 14:29:27,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
4868,30.0,2,1,2,2.7,2023-05-13 1:01:06,Quận 6,TP Hồ Chí Minh,106.610143,10.733814
4869,42.0,-1,-1,-1,7.9,2023-02-18 10:30:51,Tây Hồ,Hà Nội,105.8218467,21.0641965
4870,35.0,4,4,3,3.4,2023-05-08 22:40:56,Bắc Từ Liêm,Hà Nội,105.2848986,20.5645154
4871,233.0,-1,2,-1,63.0,2023-02-12 9:10:14,Hà Đông,Hà Nội,105.7745175,20.9698363
4872,40.0,-1,4,-1,0.0,2023-06-10 14:26:17,Lê Chân,Hải Phòng,106.680061,20.854703
4873,40.0,-1,4,-1,0.0,2023-06-10 14:26:17,Lê Chân,Hải Phòng,106.680061,20.854703
4874,37.0,2,2,2,4.5,2023-05-26 21:22:25,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
4875,2.0,5,2,6,5.0,2023-05-19 7:48:17,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
4876,52.0,3,1,2,3.38,2023-05-12 18:13:23,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4877,134.0,4,2,3,4.6,2023-05-30 8:51:51,Quận 7,TP Hồ Chí Minh,106.677805,10.705888
4878,32.0,5,2,3,5.8,2023-05-11 21:11:02,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4879,61.0,3,5,2,4.3,2023-05-12 16:53:40,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4880,31.0,3,2,2,3.0,2023-05-27 10:37:42,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4881,49.0,3,1,2,3.5,2023-05-29 13:05:30,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4882,33.0,2,2,2,3.7,2023-05-02 8:27:09,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4883,6.0,2,1,2,2.85,2023-04-30 19:27:08,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4884,48.0,2,2,-1,14.5,2023-03-08 16:19:34,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
4885,120.0,10,-1,10,4.9,2023-04-25 11:43:13,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
4886,58.0,-1,-1,-1,16.0,2023-02-23 19:27:52,Tây Hồ,Hà Nội,105.8218467,21.0641965
4887,56.0,-1,-1,-1,13.0,2023-04-19 9:56:04,Tây Hồ,Hà Nội,105.8218467,21.0641965
4889,61.0,2,-1,1,1.85,2023-05-17 13:05:30,Sơn Trà,Đà Nẵng,108.2547075,16.11049
4890,100.0,2,1,2,0.95,2023-05-25 8:31:18,Biên Hòa,Đồng Nai,107.3210131,11.54331
4891,61.0,3,1,2,2.6,2023-05-21 17:31:55,Tân Uyên,Bình Dương,106.6832033,10.9592354
4892,12.0,2,-1,2,2.2,2023-04-21 15:17:22,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4893,273.0,-1,4,-1,0.0,2023-06-10 14:26:17,Huế,Thừa Thiên Huế,107.4678438,16.322695
4894,60.0,3,-1,2,3.99,2023-05-29 16:40:39,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4895,12.0,2,-1,2,2.2,2023-04-21 15:17:22,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4896,63.0,3,3,3,6.1,2023-04-21 11:09:39,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4897,35.0,3,-1,4,4.38,2023-05-27 17:01:03,Ba Đình,Hà Nội,105.760936,20.946341
4898,83.0,5,2,5,9.7,2023-03-12 9:02:45,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
4899,8.0,4,2,5,8.2,2023-03-27 7:06:12,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4900,87.0,2,-1,2,1.6,2023-05-02 20:34:00,Biên Hòa,Đồng Nai,107.3210131,11.54331
4901,40.0,3,2,3,5.25,2023-02-18 13:49:39,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
4902,5.0,-1,-1,-1,3.9,2023-05-13 20:15:20,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4903,40.0,-1,1,-1,4.2,2023-05-13 16:21:20,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4904,5.0,-1,1,-1,7.3,2023-04-10 9:36:41,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4905,84.0,-1,-1,-1,15.0,2023-03-26 5:33:18,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4906,48.0,-1,-1,-1,4.5,2023-05-26 21:22:25,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4907,180.0,3,2,3,3.29,2023-05-24 14:44:48,Biên Hòa,Đồng Nai,107.3210131,11.54331
4908,35.0,4,4,3,3.88,2023-05-31 10:56:10,Cầu Giấy,Hà Nội,105.8028938,21.0288366
4909,35.0,4,4,3,3.88,2023-05-31 10:56:10,Cầu Giấy,Hà Nội,105.8028938,21.0288366
4910,80.0,17,5,17,92.0,2022-10-28 14:52:42,Gia Lâm,Hà Nội,105.8805891,20.9263283
4911,32.0,-1,1,-1,2.98,2023-05-27 14:22:50,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4912,215.0,4,2,5,16.0,2023-02-23 19:27:52,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
4913,100.0,2,2,2,4.1,2023-05-20 13:51:55,Hải Châu,Đà Nẵng,108.1888335,16.0213129
4914,32.0,2,4,2,2.99,2023-05-27 14:22:50,Hoàng Mai,Hà Nội,105.849591,20.983773
4915,10.0,2,-1,2,3.02,2023-05-29 13:02:44,Hoàng Mai,Hà Nội,105.849591,20.983773
4916,8.0,-1,-1,-1,7.0,2023-05-03 15:00:59,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4917,76.0,4,4,-1,9.9,2023-02-25 13:58:19,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
4918,129.0,4,-1,4,50.9,2023-02-13 16:23:44,Ninh Bình,Ninh Bình,105.9845918,20.2398832
4919,4.0,2,1,2,4.05,2022-12-07 12:05:27,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4920,216.0,11,-1,11,75.0,2023-02-13 17:02:16,Hoa Lư,Ninh Bình,105.955,20.23389
4921,41.0,3,2,3,5.9,2023-05-11 14:48:13,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4922,52.0,4,6,4,0.0,2023-06-10 14:26:17,Đống Đa,Hà Nội,105.823545,21.023833
4923,42.0,3,1,3,5.4,2023-04-25 8:54:50,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4924,36.0,5,2,3,5.8,2023-05-11 21:11:02,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4925,100.0,3,-1,2,2.2,2023-04-21 15:17:22,Thuận An,Bình Dương,106.647584,10.866055
4926,5.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4927,300.0,-1,4,-1,27.0,2022-10-31 15:51:20,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
4928,48.0,2,-1,1,4.25,2023-04-15 11:03:26,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4929,30.0,2,-1,2,16.0,2022-12-01 10:04:50,Biên Hòa,Đồng Nai,107.3210131,11.54331
4930,72.0,4,3,6,7.7,2023-03-25 11:25:01,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4931,72.0,4,3,6,7.7,2023-03-25 11:25:01,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4932,25.0,2,2,3,4.6,2023-05-30 8:51:51,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4933,35.0,3,6,4,4.3,2023-05-12 16:53:40,Ba Đình,Hà Nội,105.760936,20.946341
4934,3.0,4,5,-1,7.3,2023-04-10 9:36:41,Hoàng Mai,Hà Nội,105.849591,20.983773
4935,60.0,-1,4,-1,8.0,2023-04-15 11:16:07,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4936,52.0,3,2,2,33.5,2023-02-14 11:08:20,Thanh Khê,Đà Nẵng,108.1665222,16.0263747
4937,93.0,4,2,5,13.9,2022-10-27 14:11:35,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4938,25.0,2,2,3,4.6,2023-05-30 8:51:51,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4939,5.0,-1,4,-1,8.0,2023-04-15 11:16:07,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4940,3.0,-1,5,-1,10.5,2023-04-20 11:00:18,Hoàng Mai,Hà Nội,105.849591,20.983773
4941,90.0,3,1,3,2.99,2023-05-27 14:22:50,Biên Hòa,Đồng Nai,107.3210131,11.54331
4942,50.0,2,1,2,2.35,2023-04-13 18:22:34,Biên Hòa,Đồng Nai,107.3210131,11.54331
4943,240.0,4,-1,5,22.5,2022-12-02 9:34:06,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
4945,54.7,-1,2,-1,4.1,2023-05-20 13:51:55,Quận 4,TP Hồ Chí Minh,106.691167,10.748511
4946,273.0,-1,4,-1,1.7,2023-05-24 8:45:02,Huế,Thừa Thiên Huế,107.4678438,16.322695
4947,5.0,2,4,3,4.4,2023-05-27 17:01:03,Ba Đình,Hà Nội,105.760936,20.946341
4948,46.0,-1,-1,-1,4.38,2023-05-27 17:01:03,Hoàng Mai,Hà Nội,105.849591,20.983773
4949,62.0,3,1,2,2.58,2023-05-21 17:31:55,Tân Uyên,Bình Dương,106.6832033,10.9592354
4950,60.0,-1,2,-1,11.9,2022-12-14 16:29:27,Phú Nhuận,TP Hồ Chí Minh,106.6817363,10.7920119
4951,30.0,3,-1,-1,6.25,2023-01-04 14:04:21,Đống Đa,Hà Nội,105.823545,21.023833
4952,46.0,-1,3,-1,3.85,2023-04-23 9:44:03,Hoàng Mai,Hà Nội,105.849591,20.983773
4953,85.0,4,3,4,17.6,2023-02-14 16:27:13,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
4954,90.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Hải Châu,Đà Nẵng,108.1888335,16.0213129
4955,72.0,-1,3,-1,75.0,2023-02-13 17:02:16,Gia Lâm,Hà Nội,105.8805891,20.9263283
4956,10.0,4,3,4,8.9,2023-03-06 16:35:13,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4957,69.0,3,3,2,3.85,2023-04-23 9:44:03,Sơn Trà,Đà Nẵng,108.2547075,16.11049
4958,110.0,3,1,-1,10.1,2022-10-31 13:14:52,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
4959,7.0,-1,6,-1,17.4,2023-01-18 17:00:55,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
4960,90.0,-1,-1,-1,12.7,2022-09-07 5:07:39,Hà Đông,Hà Nội,105.7745175,20.9698363
4961,419.0,13,-1,-1,59.0,2023-02-15 7:15:56,Hải Châu,Đà Nẵng,108.1888335,16.0213129
4962,36.0,3,5,4,4.2,2023-05-13 16:21:20,Cầu Giấy,Hà Nội,105.8028938,21.0288366
4963,60.0,5,4,4,7.1,2023-01-05 13:39:48,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4964,273.0,-1,4,-1,1.7,2023-05-24 8:45:02,Huế,Thừa Thiên Huế,107.4678438,16.322695
4965,59.0,4,4,-1,7.65,2022-11-01 14:20:11,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
4966,53.0,3,-1,2,3.9,2023-05-13 20:15:20,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4967,96.0,3,-1,3,5.9,2023-05-11 14:48:13,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4968,50.0,1,-1,1,1.5,2023-05-27 9:44:12,Phan Rang - Tháp Chàm,Ninh Thuận,108.9189471,11.5300925
4969,48.0,6,2,5,7.8,2023-03-14 21:25:39,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4970,40.0,-1,-1,-1,4.0,2023-05-29 16:40:39,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4971,54.0,4,4,-1,13.8,2022-12-03 13:27:03,Đống Đa,Hà Nội,105.823545,21.023833
4972,79.0,4,-1,-1,26.3,2023-02-11 10:48:45,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
4973,73.0,4,4,-1,18.5,2023-03-25 15:04:07,Đống Đa,Hà Nội,105.823545,21.023833
4974,76.0,5,5,-1,16.0,2023-02-23 19:27:52,Đống Đa,Hà Nội,105.823545,21.023833
4975,70.0,-1,3,-1,7.1,2023-01-05 13:39:48,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
4976,100.0,-1,5,-1,15.0,2023-03-26 5:33:18,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4977,68.0,3,2,3,2.65,2023-04-11 15:54:23,Thuận An,Bình Dương,106.647584,10.866055
4978,273.0,-1,-1,-1,7.8,2023-03-14 21:25:39,Huế,Thừa Thiên Huế,107.4678438,16.322695
4979,88.0,-1,-1,-1,6.3,2023-05-11 11:41:53,Hoàng Mai,Hà Nội,105.849591,20.983773
4980,84.0,3,1,2,3.0,2023-05-27 10:37:42,Biên Hòa,Đồng Nai,107.3210131,11.54331
4981,4.0,5,4,5,12.3,2022-10-27 14:09:45,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
4982,38.0,2,1,2,4.3,2023-05-12 16:53:40,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
4983,31.0,2,1,2,3.0,2023-05-27 10:37:42,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4984,54.0,4,2,4,9.6,2022-11-01 12:41:22,Quận 8,TP Hồ Chí Minh,106.5978388,10.6923593
4985,60.0,3,1,2,2.6,2023-05-21 17:31:55,Tân Uyên,Bình Dương,106.6832033,10.9592354
4986,6.0,4,2,3,5.4,2023-04-25 8:54:50,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4987,35.0,2,2,2,3.15,2023-04-27 5:24:12,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
4988,52.0,2,-1,1,4.0,2023-05-29 16:40:39,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
4989,36.0,2,1,1,2.8,2023-05-18 16:57:44,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
4990,60.0,3,3,3,0.0,2023-06-10 14:26:17,Liên Chiểu,Đà Nẵng,108.086564,16.0329728
4991,-1.0,-1,5,-1,4.45,2022-12-29 10:12:53,Hoàng Mai,Hà Nội,105.849591,20.983773
4992,30.0,3,-1,3,2.9,2023-05-08 10:39:33,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
4993,45.0,2,1,1,3.7,2023-05-02 8:27:09,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
4994,86.0,5,-1,-1,6.2,2023-04-14 13:30:08,Hoàng Mai,Hà Nội,105.849591,20.983773
4995,86.0,5,-1,-1,6.2,2023-04-14 13:30:08,Hoàng Mai,Hà Nội,105.849591,20.983773
4996,100.0,3,3,3,6.3,2023-05-11 11:41:53,Cẩm Lệ,Đà Nẵng,108.1572752,15.9716436
4997,5.0,-1,-1,-1,0.032,2023-06-10 14:26:17,Diên Khánh,Khánh Hòa,108.935375,12.1667175
4998,66.0,4,5,-1,52.0,2023-02-10 22:04:18,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
4999,640.0,11,7,12,11.5,2023-04-10 15:17:04,Cẩm Lệ,Đà Nẵng,108.1572752,15.9716436
5000,55.0,-1,4,-1,0.0,2023-06-10 14:26:17,Hồng Bàng,Hải Phòng,106.6510316,20.8636587
5001,530.0,-1,-1,-1,15.0,2023-03-26 5:33:18,Liên Chiểu,Đà Nẵng,108.086564,16.0329728
5002,65.0,3,1,2,1.75,2023-04-03 9:57:50,Biên Hòa,Đồng Nai,107.3210131,11.54331
5003,10.0,2,-1,1,7.6,2023-04-03 11:06:44,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
5004,34.0,2,2,2,3.8,2023-05-19 8:58:10,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
5005,10.0,5,4,5,9.0,2023-04-24 16:39:26,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
5006,70.0,4,2,3,5.2,2023-04-14 17:22:06,Đà Lạt,Lâm Đồng,108.31478,11.807654
5007,68.0,2,3,-1,34.0,2023-04-28 8:59:17,Đống Đa,Hà Nội,105.823545,21.023833
5008,25.0,2,2,2,3.4,2023-05-08 22:40:56,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
5009,32.0,5,2,3,5.8,2023-05-11 21:11:02,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
5010,83.0,4,-1,-1,0.0,2023-06-10 14:26:17,Cầu Giấy,Hà Nội,105.8028938,21.0288366
5011,6.0,-1,4,5,35.5,2022-11-05 9:35:16,Nam Từ Liêm,Hà Nội,105.2848986,20.5645154
5012,273.0,-1,4,-1,7.8,2023-03-14 21:25:39,Huế,Thừa Thiên Huế,107.4678438,16.322695
5013,87.0,4,-1,2,6.7,2023-04-17 22:35:56,Hải Châu,Đà Nẵng,108.1888335,16.0213129
5014,460.0,-1,-1,-1,12.6,2023-02-10 8:28:28,Hà Đông,Hà Nội,105.7745175,20.9698363
5015,80.0,3,2,2,2.1,2023-05-06 11:27:03,Thuận An,Bình Dương,106.647584,10.866055
5016,100.0,2,1,2,0.95,2023-05-25 8:31:18,Biên Hòa,Đồng Nai,107.3210131,11.54331
5017,100.0,2,1,2,0.95,2023-05-25 8:31:18,Biên Hòa,Đồng Nai,107.3210131,11.54331
5018,60.0,3,1,2,2.6,2023-05-21 17:31:55,Tân Uyên,Bình Dương,106.6832033,10.9592354
5019,13.0,-1,1,2,0.48,2023-06-08 18:46:44,Bến Cát,Bình Dương,106.5694448,11.0992959
5020,100.0,-1,1,2,1.26,2023-05-12 14:44:39,Bến Cát,Bình Dương,106.5694448,11.0992959
5021,70.0,3,2,3,2.67,2023-05-17 12:00:57,Phú Vang,Thừa Thiên Huế,109.2360816,13.0928758
5022,8.0,2,2,2,19.0,2023-03-29 18:16:54,Bình Thạnh,TP Hồ Chí Minh,106.73444,10.75306
5023,65.0,-1,-1,-1,5.8,2023-05-11 21:11:02,Hoàng Mai,Hà Nội,105.849591,20.983773
5024,60.0,4,2,3,4.5,2023-05-26 21:22:25,Biên Hòa,Đồng Nai,107.3210131,11.54331
5025,75.0,3,1,2,3.65,2023-03-19 10:45:17,Biên Hòa,Đồng Nai,107.3210131,11.54331
5026,60.0,-1,2,-1,5.5,2023-06-03 9:43:37,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5027,8.0,-1,2,-1,6.3,2023-05-11 11:41:53,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5028,100.0,-1,1,-1,0.95,2023-05-25 8:31:18,Biên Hòa,Đồng Nai,107.3210131,11.54331
5029,12.0,-1,-1,4,9.2,2023-03-22 8:53:20,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
5030,12.0,-1,-1,4,9.2,2023-03-22 8:53:20,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
5031,278.0,-1,4,-1,0.0,2023-06-10 14:26:17,Huế,Thừa Thiên Huế,107.4678438,16.322695
5032,2.0,-1,2,-1,4.85,2023-03-28 9:11:42,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5033,5.0,-1,-1,-1,4.5,2023-05-26 21:22:25,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5034,108.0,-1,-1,-1,10.2,2022-12-18 15:36:22,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5035,8.0,-1,1,-1,15.0,2023-03-26 5:33:18,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5036,60.0,3,1,2,2.6,2023-05-21 17:31:55,Tân Uyên,Bình Dương,106.6832033,10.9592354
5037,39.0,3,2,3,4.5,2023-05-26 21:22:25,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
5038,100.0,-1,1,-1,3.9,2023-05-13 20:15:20,Thủ Dầu Một,Bình Dương,106.595,10.9397232
5039,500.0,3,-1,4,31.0,2022-11-09 15:00:44,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
5040,100.0,4,-1,5,13.5,2023-02-26 20:07:44,Quận 9,TP Hồ Chí Minh,106.755324,10.764192
5041,98.0,3,-1,3,5.5,2023-06-03 9:43:37,Tân Bình,TP Hồ Chí Minh,106.609111636,10.7794703627
5042,8.0,-1,-1,-1,0.0,2023-06-10 14:26:17,Tân Phú,TP Hồ Chí Minh,106.7248536,10.7307078
5043,80.0,3,3,4,7.4,2023-03-12 18:29:32,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
5044,100.0,2,1,2,0.95,2023-05-25 8:31:18,Biên Hòa,Đồng Nai,107.3210131,11.54331
5045,100.0,2,1,2,0.95,2023-05-25 8:31:18,Biên Hòa,Đồng Nai,107.3210131,11.54331
5046,60.0,3,1,2,2.6,2023-05-21 17:31:55,Tân Uyên,Bình Dương,106.6832033,10.9592354
5047,65.0,3,1,1,1.75,2023-04-03 9:57:50,Biên Hòa,Đồng Nai,107.3210131,11.54331
5048,80.0,4,3,4,8.6,2023-02-02 12:24:39,Thủ Đức,TP Hồ Chí Minh,106.6979004,10.7403457
5049,38.0,2,1,2,3.88,2023-05-31 10:56:10,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
5050,36.0,3,2,2,3.28,2023-05-24 14:44:48,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
5051,36.0,3,2,2,3.28,2023-05-24 14:44:48,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
5052,24.0,-1,2,2,3.8,2023-05-19 8:58:10,Quận 10,TP Hồ Chí Minh,106.644554,10.756368
5053,100.0,2,-1,2,3.6,2023-05-21 16:39:53,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
5054,80.0,3,2,4,4.8,2023-05-28 16:01:55,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
5055,90.0,3,3,3,8.0,2023-04-15 11:16:07,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
5056,68.0,3,-1,2,0.00335,2023-06-10 14:26:17,Thuận An,Bình Dương,106.647584,10.866055
5057,3.0,-1,-1,-1,3.6,2023-05-21 16:39:53,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5058,5.0,-1,2,-1,7.2,2023-04-13 22:10:54,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5059,35.0,4,2,3,3.98,2023-05-29 16:40:39,Gò Vấp,TP Hồ Chí Minh,106.66333,10.79667
5060,273.0,-1,-1,-1,7.8,2023-03-14 21:25:39,Huế,Thừa Thiên Huế,107.4678438,16.322695
5061,273.0,-1,-1,-1,7.8,2023-03-14 21:25:39,Huế,Thừa Thiên Huế,107.4678438,16.322695
5062,90.0,5,3,5,6.6,2023-05-04 10:01:35,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
5063,5.0,-1,1,-1,7.5,2023-05-31 12:03:06,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5064,54.0,4,4,4,6.85,2022-11-03 12:38:47,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
5065,120.0,4,-1,5,7.09,2023-01-05 13:39:48,Từ Sơn,Bắc Ninh,105.913377106,21.0679313375
5066,294.0,6,-1,-1,5.65,2023-02-19 11:43:59,Liên Chiểu,Đà Nẵng,108.086564,16.0329728
5067,52.0,2,-1,1,1.95,2023-04-01 13:56:13,Hải Châu,Đà Nẵng,108.1888335,16.0213129
5068,40.0,-1,-1,-1,6.2,2023-04-14 13:30:08,Hai Bà Trưng,Hà Nội,105.855885,21.0115747
5069,2.0,5,2,6,5.0,2023-05-19 7:48:17,Quận 12,TP Hồ Chí Minh,106.6032773,10.8186095
5070,98.0,-1,5,6,0.0,2023-06-10 14:26:17,Lê Chân,Hải Phòng,106.680061,20.854703
5071,32.0,2,2,2,3.2,2023-05-16 23:56:24,Bình Tân,TP Hồ Chí Minh,106.556147,10.724754
5072,32.0,3,-1,4,6.3,2023-05-11 11:41:53,Đống Đa,Hà Nội,105.823545,21.023833
5073,72.0,2,1,2,1.85,2023-05-17 13:05:30,Vĩnh Cửu,Đồng Nai,107.3210131,11.54331
